true_degree,noise_level,seed,selected_degree,c1,c2,coefficients
1,high,3878,1,0.8,0.2,"[-4.888478326805514, -5.918636564824869]"
1,high,3879,3,0.42857142857142855,0.5714285714285714,"[5.280428934543851, 24.981829702481466, -46.09486059176979, 31.349556880939485]"
1,high,3880,1,0.3333333333333333,0.6666666666666666,"[-10.816595045423508, 11.297882696900688]"
1,high,3881,1,0.42857142857142855,0.5714285714285714,"[-6.228109508058946, 6.627872404626957]"
1,high,3882,1,0.42857142857142855,0.5714285714285714,"[6.598805286800728, -8.062333575492248]"
1,high,3883,1,0.42857142857142855,0.5714285714285714,"[-20.38996380879716, 8.800949543567388]"
1,high,3884,1,0.2,0.8,"[1.9187193544330607, -6.578949870653208]"
1,high,3885,1,0.8,0.2,"[-24.085021501257224, -29.295764352438045]"
1,high,3886,1,0.5,0.5,"[-2.012745248404736, -4.930326002158743]"
1,high,3887,2,0.5714285714285714,0.42857142857142855,"[-5.074268551458526, 1.9569240138727337, 3.6957421143197107]"
1,high,3888,1,1.0,0.0,"[-11.025111549434499, -11.996403119028347]"
1,high,3889,1,0.6666666666666666,0.3333333333333333,"[4.424261090173705, -6.865576929430127]"
1,high,3890,1,0.3333333333333333,0.6666666666666666,"[5.378188658657181, 6.1962338343601955]"
1,high,3891,1,0.3333333333333333,0.6666666666666666,"[-13.765270197881526, 9.16296132861773]"
1,high,3892,4,1.0,0.0,"[8.66967851577639, -38.636992192559035, 149.3605745614869, -228.0685270572462, 109.92794352291209]"
1,high,3893,1,1.0,0.0,"[-7.637284798400555, -5.467234637524384]"
1,high,3894,1,0.0,1.0,"[-9.860089723398296, -6.307208464128865]"
1,high,3895,1,0.8,0.2,"[9.032539339696786, -8.53700907540323]"
1,high,3896,1,0.2,0.8,"[16.61772626560668, -7.6674613907436155]"
1,high,3897,1,0.0,1.0,"[8.055131463398121, -5.816082452312804]"
1,high,3898,1,0.5714285714285714,0.42857142857142855,"[-4.745586220225456, -7.705291814489901]"
1,high,3899,1,0.8,0.2,"[7.704389008554869, -6.549088977567622]"
1,high,3900,1,0.2,0.8,"[-17.732459383029855, -14.259764762197664]"
